"May 4, 2024",Rated 2 stars out of five stars,"After coming back, new features are cool but my disappointment is immeasurable when seeing that they made a subscription for everything. Everything and I mean everything back then was free, I understand the need to make money but damnnnnn... this as much as a streaming service, if not more. I'm just absolutely flabbergasted. The fact buffering still exists on mobile......... Don't get me wrong, it's still a great editing app but damn it fell off hard. Real review is honestly 2-2.5"
"May 4, 2024",Rated 3 stars out of five stars,"New problem: Whenever I put an audio from CapCut and put it in and I go and press the audio, it would not let you go to voice change. I can't believe they updated that, and it's very disappointingly awful. Like, what are you supposed to do when you want it to echo?!?!? I like this app very much, but this is an update that got me saying, ""exuse me?!"". This should be fixed now, pls"
"May 4, 2024",Rated 5 stars out of five stars,"This is a great app for editing videos, combining them and more. You can use templates and edits from other makers, so like you use their edits with your own pictures/videos. But theres one down thing, you have to pay for the PRO things, and I believe that it used to be free? Like u only had to watch a video or smt but idk. It doesn't bother me that much because theirs a lot of free things that are great. Highly recommend this app 👍"
"May 4, 2024",Rated 1 stars out of five stars,"I've been struggling to access my pro features for 3 days going back and fourth with customer support . I've done everything they've asked and provided all necessary information, even went as far as to restore my purchase and the issue was still not resolved. I'm missing out on days of a subscription that I've paid for and feel I should be able to access. Haven't had this horrible of an experience with a subscription service before. Please fix ASAP"
"May 4, 2024",Rated 4 stars out of five stars,"This app helped me with editing heavily, I don't mind about it not being accessible to the premium options without premium and tiny bugs. But there is this small issue, every time I make a video edited, it saves. But when I delete it for more space on my phone, the bytes stay for some reason. If you could fix this, may you please do so?"
"May 4, 2024",Rated 5 stars out of five stars,"I'd rate CapCut five stars for its intuitive interface, making video editing a breeze. Its extensive range of features allows for creative freedom, from basic edits like trimming and cropping to advanced effects like transitions and filters. The app's simplicity doesn't sacrifice functionality; it offers a robust set of tools for both beginners and experienced editors alike. The seamless integration of music and sound effects enhances the overall editing experience, elevating videos and more!!"
"May 4, 2024",Rated 1 stars out of five stars,"Basically useless now. Used to be good a couple years ago, now literally all of the transitions are pro, and the app has become completely unusable for those on mobile. Can't even export things to laptop properly. Not to mention, it scammed me once. If you want to get an editing app, don't get capcut. Every time I've used it I've gotten severely annoyed."
"May 4, 2024",Rated 4 stars out of five stars,"This App Is Amazing!! Capcut was my first editing app and I am so happy that it was, I first heard about capcut from my friends and thankfully I tried it! Honestly, sometimes it lags and frustrates me but overall its a really good app. Theres been a few time when the audio doesnt work or ends early for example the audio is 3 minutes long but the audio stops at 2 minutes. That really sucks, cuz I would have to find another audio because even if I reset capcut the audio would end early. Nice app!!"
"May 4, 2024",Rated 4 stars out of five stars,"I love this app, I've used it for what feels like forever, and I can't imagine making videos without it...but it keeps telling me to redownload it, and deletes some of my videos, I was wondering if that's just a tech problem? It keeps saying to download it in the official app store, and that there's a security problem, so I was wondering if you could fix that...also the app store won't open through the app."
"May 4, 2024",Rated 2 stars out of five stars,"It's a great editing app. But when I got to download things all the time. It bugs out to the point it crashes my phone. My phones processor has the snapdragon 660. Loads of ram. This shouldn't be an issue. It's why I won't pay for pro 🤭. This should be much better. The music selection should be much better. There are a lot of things that This app can do better. Self taught in editing, been at it for 8 months. I've been comparing the comp. Just used to capcut. But tired of the short comings."
"May 4, 2024",Rated 3 stars out of five stars,"As an editor who has been using this app for almost two years, this is a great app for newer editors or editors who are learning and exploring how to edit. This app has changed SO much over the past year or so, one big thing i would say is that it was better two years ago than it is now. I constantly have to delete it and reinstall it because of glitches, slo-mo is never smooth anymore, EVERYTHING is turning pro. If you're looking for a better version of this app, use the computer version."
"May 4, 2024",Rated 2 stars out of five stars,"For some reason, recently I can no longer access CapCut due to it telling me my app is not secure and that I have to update to the latest version. Doing so directs me to a play store page that does absolutely nothing when I tap install. I've tried uninstalling the app and reinstalling it but it doesn't work. Edit: it is still not working and I don't want to lose my projects."
"May 4, 2024",Rated 5 stars out of five stars,Probably the best free editing app on mobiles is Capcut. I just love it. But i have an old Android 10 phone. I can do some editing but when it comes to slow mo. It's just so laggy even with smooth slow mo. And my phone starts heating so i can't make better edits. I also cannot use many effects at the same edit cuz it starts lagging again & again and the beat get misplaced after export. I just want the devs to optimize it for low end phones so it works easily on low end phones. Hope U take action
"May 4, 2024",Rated 1 stars out of five stars,Just uninstalled. It became so buggy unusable hence time wasting. Reverse and smooth slow are not working together. They keep cancelling eachother. Reverse takes forever no matter what the size of the clip. Consumes a lot of battery. If the app is left open it won't allow phone to go to sleep mode hence resulting the runout of the battery. Another thing is search function in audio finder is case sensitive which is no practical and difficult to find exact track if you have its different versions
"May 4, 2024",Rated 4 stars out of five stars,"It's a good editing app overall, and I enjoyed using it for its wide range of features and user-friendly interface. However, the lag during editing was more pronounced than I expected, which made the process a bit frustrating at times. While the app is capable of producing excellent results, the slow response can disrupt the workflow, especially when working on more complex projects. I hope future updates can address this issue to provide a smoother experience."
"May 4, 2024",Rated 2 stars out of five stars,"It's very glitchy, to the point when you download your project, theres always one clip of the video stuck on for a view second, + to make it worse when you tried to make it smooth it's always glitchy and some black part around your video when you tried to make it slow and smooth I expect this app is good but when it updates, i can't use it properly now without data and having to deal with glitches every video i edit (I'm a editor on tiktok) this app is quite frustrating to use every edit i do."
"May 4, 2024",Rated 2 stars out of five stars,"Has been a great app overall, but recently has been stalling when I try to play through a draft I'm editing. The video will drag and the audio delays so it isn't synced, and then a few seconds later it will crash. This has been my consistent experience the past few days. I've tried just about everything including deleting and reinstalling the app. Now I get a pop-up encouraging me to download the desktop version to ""avoid crashes,"" which shouldn't be happening anyways."
"May 4, 2024",Rated 3 stars out of five stars,"Pros: This is probably one of the best video editing apps out there. It is very precise when trimming clips, tons of free options to choose from adding text, ai captions, stickers, transferring between each clip, video effects, huge selection of music and sound effects to choose from. BIGGEST CON: They like to delete your videos. No reason specified, no warning. Make sure to save a copy of your work every single time! I've lost countless home videos of me and my kids and content videos."
"May 4, 2024",Rated 3 stars out of five stars,"Overall the app is great, but there's one small bug. So basically I'm just addimg clips and stuff and then all of the sudden, boom the screen turns black. if you don't know what I mean I mean, so I'm just editing then the part that shows the stuff to u so u can watch it turns black. I get so frustrated cuz I wanna watch my vid so re-open the app then it does it again in the same spot. Please fix this. I would've gave a higher rating but the bug is really, REALLY bad."
"May 4, 2024",Rated 1 stars out of five stars,I regret updating this app. A lot of things that were free are now either gone or under the Pro option. I liked this app because I don't have the money to drop on this app for Pro and it gave me a lot of great free choices for editing. Don't forget the lag and video/audio not syncing properly and the fact that things get moved around a lot and you can never find what you're looking for.
"May 4, 2024",Rated 3 stars out of five stars,"Only two problems: 1) Teleprompter doesn't allow me to record in landscape. It doesn't make sense since TikTok now wants us to make videos in landscape. 2) Doesn't allow me to use the bluetooth wireless keypad on my selfie stick to start and stop the recording process. I have to physically click on my phone for both operations. It sucks. Otherwise, I have no problem with the app. In fact, it's been my default editor and recorder for a while now"
"May 4, 2024",Rated 2 stars out of five stars,"Not so great. Editing is fairly easy and intuitive, and there are lots of features. However, when I tried to upload (or is it download? The arrow is pointing up) it stated I was using a Pro feature and required a subscription, even though I wasn't. I triple checked and deleted all the basic transitions to be sure. No Super-large Spot was used in the making of my video. So no bueno there, amigos. Sorry. For $18 more a month, I can just subscribe to Adobe Premiere Pro."
"May 4, 2024",Rated 5 stars out of five stars,"Love this app for certain things but it has some big problems, like sometimes l' be editing a video and the whole track turns dark? What's up with that? And whenever that happens I have to restart. It's not nice when that happens. Theres also to constant freezes when I put effects it makes it offbeat and ruins it. But, without all that? It's a great app with amazing and outstanding templates created by talented people and capcut makes it all come to life and it's great on that note"
"May 4, 2024",Rated 5 stars out of five stars,"I love using this app for video editing, however, I've come across a recurring issue recently. When I export a project, the video has no audio for the last few seconds. I've checked CapCut, the audio is still there, I've even tried re-exporting the project, that didn't work. I hope this can be looked into, as it's been bugging me for about 2 weeks now. Thank you in advance! :)"
"May 4, 2024",Rated 3 stars out of five stars,"Some of the auto captions templates suck. Once auto captions have been generated, the templates don't allow you to edit the texts. For example, after choosing one of the auto captions templates and tap on ""generate,"" text is generated, and that's nice. Unfortunately, the template doesn’t allow me to add more letters and exclamation marks, especially at the end of sentences."
"May 4, 2024",Rated 4 stars out of five stars,"CapCut is a great app! Though it does have some flaws, it's a great alternative to using Alight Motion, Video Star, etc.. I do have quite a complaint, the reverse button. Before, (2021-mid 2022) the reverse button worked and did an awesome job, but when the big update/when you created capCut pro, the reverse button now glitches/stays stuck in frames. As an editor, this really annoys me, Ive searched the web, but I can't find a solution to fix it. Please fix this glitch!!"
"May 4, 2024",Rated 2 stars out of five stars,"When I go to inspect a clip, the app starts controlling itself. When I do velocity, it freezes the entire video. When I do reverse, it starts glitching. And these are just some things broken in my app. I've honestly been using capcut for years, so I don't know why it's randomly broken. But I'm honestly tired of these errors all the time. I always check for updates, clear my cache, etc. But nothing works."
"May 4, 2024",Rated 5 stars out of five stars,"I love this app! Very useful! CapCut is a game-changer for anyone looking to edit videos effortlessly on their mobile device. With its intuitive interface and a plethora of features, it offers unparalleled versatility. From basic trimming to advanced effects, CapCut has it all covered. The smooth editing process ensures a seamless experience, even for beginners. Its extensive library of filters, transitions, and soundtracks adds depth and creativity to every project. I love capcut!"
"May 4, 2024",Rated 3 stars out of five stars,"Until the most recent update this was the most economical and uset friendly editing app out there imo. Now it's a mess. Reverse chops up anything you try to use it with, the, lag, despite having plenty of memory and storage space and no running background apps is making it almost impossible to accurately and precisely edit. Issues with sound lining up, minor bugs with beats settings, and it takes an ungodly amount of time to apply settings when added or on opening a project. All new issues."
"May 4, 2024",Rated 4 stars out of five stars,"Amazing. I edit almost everything with it now. However, there's something I'd like to suggest. If there was an option to select an element's duration like inshot, it would be better. I have trouble while selecting the duration with my fingers, as for example, if I wanted some elements to have the same exact duration, I could barely do it. Lastly, some effects that are really high quality (whether in the effects list or the text animations) cause Capcut to lag whenever I'm reviewing my project."
"May 4, 2024",Rated 3 stars out of five stars,"I mean, it's a pretty good moble editing app. Like don't get me wrong, I really like it. Buuuut; •its laggy •all the pro stuff is reeeally pushed •when you input an overlay with a transparent background, you might lose it. The apps background is black and the overlay is shown black as well, so it sucks. I wish there was a light mode or something to fix that issue. • + more annoying issues (but I can't include them all bc of the reviews character limit) Good editing app, but it can be annoying :/"
"May 4, 2024",Rated 4 stars out of five stars,"Lately, I have been having trouble while editing a few videos of mine. Once you import the video and start editing the app straight up, it delays the videos, making it almost impossible to keep track of what is first or last. It also affects the sound, making it very delayed. I overall love the app it's actually amazing and has a lot more potential to explode, but this, issue sure can be fixed."
"May 4, 2024",Rated 1 stars out of five stars,"After the pro update, my liking decreased. Im sure there are also many who experience this problem. After hours of editing, it won't let me export because im using a pro feature, enhanced voice. I did accidently use some, but i went through all my clips for 10 minutes straight removing ALL OF THEM. Since the feature is related to the audio, i decided to DELETE all of my audios and MUTE all of my clips. It still WON'T let me export. Please fix this. it's pissing me off."
"May 4, 2024",Rated 3 stars out of five stars,"A decent editor overall, but I'm having a lot of issues with dragging overlay pictures and videos. They don't appear to line up properly when I drag them, and sometimes they will disappear from the timelime but not the actual video. And sometimes the overlay I try to trim shows up as the wrong item. It would be nice if they could fix this."
"May 4, 2024",Rated 1 stars out of five stars,"ugh, it keeps bugging. everytime I try to use a effect I can't click on it and my capcut crashes, or even a text animation. also, when I try to reverse one of my clips it takes so long literally I sit and wait for almost 25 minutes just so the clip can reverse. and oh my god, also when I split one of the clips on the beat it doesn't go in place, even if I close the app and go back to the project, it still won't split the clip properly. the app also keeps freezing and it is so raging. fix this."
"May 4, 2024",Rated 3 stars out of five stars,"I love Capcut, it really is great, but affer the last update when i open it it open on ""projects"" and not the normal home page, and theres no home button or back button, so there is no way for me to add videos to edit something new. It's quite frustrating. If someone can assist in how to get to the normal home page, i would appreciate it."
"May 4, 2024",Rated 5 stars out of five stars,"I have two video editing programs on my laptop but Capcut on my phone does just about everything they do and a few key things they don't. In some ways, the mobil version is superior in my opinion or at the very least, much easier to use with much more intuitive functionality. Yes there are a few inevitable drawbacks (like features only on the mobil version that aren't on the PC(?!) and the mobil and PC versions not being connected at all say like Google Docs is, but overall, I still give it a 5"
"May 4, 2024",Rated 1 stars out of five stars,"The app keeps giving me a ""security notice"" every time I open it, saying my current version isn't secure and to download the latest versions from the playstore. This happened to me before, and I uninstalled the app and installed it again, and it worked temporarily. I lost all my projects because I uninstalled the app, even though I was logged into an account, and it really annoyed me. This glitch just started happening again, and I don’t want to lose my new projects. Please fix this."
"May 4, 2024",Rated 1 stars out of five stars,"I don't see the point of downloading such app as this one for editing. It used to be a decent app for users to freely edit but thanks to the bugs and useless updates, the effects and the animations were starting to lag and by the time I deleted and re-installed it, it would often say the app isn't secure every single TIME. Please for the love of God, Fix the goddamn app otherwise you're going to go down the edge with those lags and bugs. :/"
"May 4, 2024",Rated 4 stars out of five stars,"Honestly I'm kinda annoyed on keep hanging/lagging whenever you add more effects it's getting worse, I've been waiting a long time for this to be fixed, I really hope they fixed this!! I rate this app 4 star because you can edit for free and all those effects you used in pag-eedit are incredible and fine, It's just great!"
"May 4, 2024",Rated 5 stars out of five stars,"First video editor app I've used, seems good enough, at least for a beginner like me, pretty simple to use, can cut clips to the length I want and add as many clips as I like to a video, extensive music library, can add text in different colours, adding pics to the videos and a lot more that I haven't even tried yet. I like it"
"May 4, 2024",Rated 4 stars out of five stars,"Had an issue to start with but soon got fixed and is now really useful. It is more useful when I share my work with freinds since they really like my editing and they say its really entertaining to watch. This makes me feel good since I like editing and I really enjoy it. The only down part is when it comes up,you have used pro features pay to export ,and I've spent 1 hour just working out what it was and never found out. I gave up. Except for that, it is a really useful app to edit things on"
"May 4, 2024",Rated 2 stars out of five stars,"App is great..but am having an issue with video Freeze don't save on device gallery. Sometimes i freeze clip just to edit the image on other apps, then come back to CapCut and finish my edit. But its not possible, then i have to export the unfinished edit, go to my gallery and take a screenshot of the image in the clip i need, editing on another app, then come back to CapCut...so stressful. Other editing apps have this feature. Please make it available on your app."
"May 4, 2024",Rated 3 stars out of five stars,"It's pretty good, and I would give 4 or 5 stars, but I wish they could find a way to save your drafts. After a sibling deleted the app as a joke, I reinstalled it, and I didn't know that upon deleting the app, also deletes all your drafts. I had multiple drafts that took me HOURS and they were all lost 😭 so if there's any way to save the drafts, it'd be great!"
"May 4, 2024",Rated 3 stars out of five stars,"ok, so-- as an editor, it's fine. It's not my first choice of editing app, because first off, the hue sucks, horrible. Second- there's no opacity for text.. Third, most of the effects are pro, which not everyone has money for, the effects are basically everything to the app, or so my friends say.. capcut is their first choice of editing app.. ""why?"" Idk. Anyway, it's a fine app I guess if you just use it for templates, they kinda also suck but it's alr- :'D"
"May 4, 2024",Rated 1 stars out of five stars,"This used to work so well, But now it just crashes and is extremely laggy. Whenever i try to add effects or texts they always lag and god forbid they go to the right place i want them to. It crashes, and doesnt export anything longer than 5 minutes, whenever im trying to export it just crashes after 90% and takes a long time to not even export! Dont use this if your planning to make long or quality videos."
"May 4, 2024",Rated 2 stars out of five stars,"Theres alot of problems with this app, Ive been using it for maybe 2 or more years but I'm not gonna lie its getting more and more buggier. For example: it freezes for me from time to time, And also the text animations stop working even when i try to click it sometimes the text is rlly annoying because sometimes it shows that its in the place that you want it to be but when you click on it, it goes back to where you first put it. Not to mention the ""pro"" system.. I really hope they can fix this."
"May 4, 2024",Rated 1 stars out of five stars,"I'm giving this a one star because there is no basic feature to let people have a smooth text color transition, like say you want to transition your text color from lets say white to black. There is no feature to do that and it's super stupid and annoying to find a useless tutorial that DOES NOT WORK. Its also very annoying sometimes because it deletes your added text sometimes when you dont want it too and more. Its so annoying."
"May 4, 2024",Rated 1 stars out of five stars,"Updating my review... Video sounds are working until after I download them. When videos are downloaded, sometimes the video downloaded doesn't match the video I intended to download, colors are off and in negative polarity. Could be great but many links and features aren't working. I get ""failed to load"" messages. I tried to provide feedback within the app but that link failed as well."
"May 4, 2024",Rated 1 stars out of five stars,"I may have to delete this app. I downloaded it for the text to image ai backgrounds. The first time, I had no issues and was very happy with my photo but when I tried again, I kept getting a message it couldn't find what I was referencing. I tried all different photos and none worked like the first. Is this app a one hit wonder?"
"May 4, 2024",Rated 2 stars out of five stars,App is easy to use and its always my go to but oh my lord does it lag in editing if your video starts getting long. And this might just be a me problem but sometimes text just goes completely forward or backwards depending I try to place it happens with images and sound too Also they decided to remove the thing to let you drag an imagine length and if you reach the edge of your phone screen it would keep going now I have to pause every time I get to the edge and extend and keep doing that
"May 4, 2024",Rated 5 stars out of five stars,This is one of the easiest ways to edit for a beginner! I love this app but one thing which I face alot is that if you delete the picture which you used for an edit will disappear. This was really sad since I made edits and videos which I liked alot but of course I accidentally deleted it. I don't think I have faced this problem in another editing app (not sure). If it had a saving feature for pictures or videos that would be so nice! Especially if it was one picture at a time.
"May 4, 2024",Rated 3 stars out of five stars,"It's a great app but after the last 2 updates something had to change which was the templates thing that are ready to use but when I opened it the older version was downloaded but I saw the latest version and it was the same (10.8.2) I unistalled it SEVEN TIMES the same annoying version -_- and there are also lots of bugs as opening the ""text to image"" feature and it tells me ~COULDN'T OPEN,TRY AGAIN~ I click on the try again pannel and it tells me again for several times even before updates."
"May 4, 2024",Rated 1 stars out of five stars,This app is becoming bad day after day. The lags and bugs are unbearable and also the ads every 1 minute. Everything became pro. Also exportation takes forever. And it's been a year and I cannot export videos longer than 6 minutes. Also when I type a text and use autocorrect an additional word or letter adds and I cannot even delete it which causes me to delete the whole text I typed Please capcut if you can't improve at least don't make updates that makes the app worser
"May 4, 2024",Rated 5 stars out of five stars,"Absolutely amazing!!!! I love this app for editing videos, making videos, even just for fun. You can also watch little videos called temeplates for ideas to make stuff! There are also filters you can try on yourself, I personally like making myself an anime character, or a boy. It's just so fun! You can also download pictures from Google and make videos with them, you can even use audios! I love this app, I use it 24/7 definitely a recommendation😊"
"May 4, 2024",Rated 3 stars out of five stars,"Dear developer, I am very disappointed after updating the current version of capcut. When I open it, a ""security notice"" pop up always appears and told me to download the latest version, even though I had uninstalled and reinstalled this application 4 times on Playstore, and it didn't change anything. I'm very sad because I can't edit videos like before. So please, make this application run normally as before 🙏🏻. I use an Android device, Redmi Note 8"
"May 4, 2024",Rated 4 stars out of five stars,"I love using capcut, but I've run into an issue where it says that the app is not secure and I have to download its latest version in official app stores (which is for chromebook while I'm on my phone). I'm very unhappy at the moment. The problem is resolved now, but please make sure this can be avoided, and there have been many effects added that are specifically for pro users :/, can you add more for nonpro as well?"
"May 4, 2024",Rated 1 stars out of five stars,Used to be a great app. Started being more serious with my editing and I noticed the first like 2-4 seconds it speeds up really fast then for about 5-6 seconds it plays in slow motion then plays normal. This is very annoying and very tedious to fix. I save it and it does the same thing as if I edited that way
"May 4, 2024",Rated 2 stars out of five stars,"So I used to have a pretty good time editing, however today Capcut keeps giving me a notification that the current version is insecure and I need to redownload, so I click the button before it makes me sign into Google play 2-3 times before telling me ""Capcut will be installed on your device soon"". I can't do a single thing while the security notice is on the screen and it's starting to piss me off and it doesn't look like there's a way to fix it (No it doesn't need an update I checked)"
"May 4, 2024",Rated 1 stars out of five stars,"newest version capcut is less reliable, I'll give 0star for the latest version, there are a lot bugs. first, the audio isn't match ithe exact position, I need to re-open the app. second, I can't event tap the styles & fonts I want to choose the app is frozen and won't load. and last the features won't load it says the connection is error but my internet connection is worked very well, so frustating !"
