"May 12, 2024",Rated 4 stars out of five stars,"Great app. It is fairly accurate for the most part. Occasionally, I do verify the translation through another source. The live camera portion still needs some work to be useful. My favorite feature is having the translate icon show up when I copy a word. This makes translations even faster. I did not give it more stars because there is still room for improvement."
"May 12, 2024",Rated 1 stars out of five stars,"When I'm browsing the web and select some text and then press Translate, it started to translate the selected text into Portuguese and I can't find a way to change it back to English! I DON'T KNOW PORTUGUESE! It's the same with ads, it keeps showing me Portuguese ads, what's the point? Or are you just trying to take advertisers money? And again, no way to change that. Even though everything I have is set to English..."
"May 12, 2024",Rated 1 stars out of five stars,"Used this app for 3 years on Samsung galaxy 21 without any problem. 1 weeks ago it says : ""Can't translate connect to internet and try later"" I read about the on/off airplane mode fix. that did not work. uninstall doesn't work. google is very bad. they have no live customer number service. There is no one or a place to go get this fix. Shameful."
"May 12, 2024",Rated 1 stars out of five stars,"I have used the app for a few years. The features I like is being able to take a picture of words I don't recognize and sending them to the computer. Today, when I opened the app on my phone, my only option was to read the translated text. I am no longer able to choose to see the original text and see the translations below. This was my favorite feature along with selecting and sending the original text to my computer. Please bring the option to see and select the original text back! Thank you!"
"May 12, 2024",Rated 5 stars out of five stars,"Google Translator is a very useful tool for those who need to translate texts or phrases into other languages. It is practical, easy to use. It can help you quickly translate words and phrases, allowing you to understand what is being said in another language.helpful for all people around the world. Not only a few sentences or paragraphs, but this tool also allows to translation of different kinds of files such as DOCX, PDF, XLXS, etc. It's very simple and easy to use, I can type texts directly,"
"May 12, 2024",Rated 2 stars out of five stars,Latest update to the UI is frustrating and clunky to use. Have been trying to adapt but there is simply too much on the screen at all times trying to translate a piece of text from an image. Previous UI design was intiuative and easy to understand. I've resulted in using the desktop version over the app because of how useless it is.
"May 12, 2024",Rated 1 stars out of five stars,"What happened. Was a nice simple translator. Now it wants to always take a photo instead of just translating the words I'm looking at. Its naff. I don't always have a connection to connect to the internet. Edit, it did get fixed. But today it's broke again. Using camera, instead of highlighting text and translating in real time, once again it wants to take a photo of the words to be translated. I've installed another translator (Yandex) that seems to work as intended."
"May 12, 2024",Rated 1 stars out of five stars,"I'm very disappointed that I no longer get synonyms, opposites and more than one translation suggestions when I translate a word, like I was previously able to, with both this app and the internet version of Google translate. Now, when I put in a foreign word, it gives me as translation only one word and no other options at all. Are you trying to make a subscription package to force us to pay for those things we previously had for free? This used to be an extremely useful tool."
"May 12, 2024",Rated 1 stars out of five stars,"Was five stars, now zero. I work at a hotel with many Latino employees and this had been the best translator app out there. Then one day I open it up and it won't function at all. I uninstalled and reinstalled it, restarted my phone, nada. I have a Samsung Galaxy S23 Ultra, and I hope they fix it because it was easily the best one with the best features, because I've tried them all. It's your update, Google, not our phones, not how we're using it. Totally nonfunctional. Fix it!"
"May 12, 2024",Rated 3 stars out of five stars,"very good app, the camera translate features are very good but can be a little flakey at times, especially if the networks a bit slower (travel much?) app also forgets its a translator sometimes and gives the same result in english as was entered in a forgien language, because its commonly spoken in its original (foreign) form in english, which means to translate some phrases, you have to just google it, which is not helpful."
"May 12, 2024",Rated 1 stars out of five stars,It just wiped out all my history *The History does not store phrases added to the phrasebook or how can I find all my notes saved to the Phrasebook? I would also like to export selected notes to print them or save them in another file. *It is also great idea to translate directly while reading text in textfiles but it crashes and so it's just extra trouble maker.
"May 12, 2024",Rated 2 stars out of five stars,"I want to like this app, but with the handwriting feature not working properly, it's hard to. When you click the handwriting button, a ""Write Here"" box is supposed to display so you can transcribe characters or words, but it only comes up every now and then. My app is up to date and still can't overcome this problem. I even asked the google community with no help, so until that is fixed, I'll have to translate with something else."
"May 12, 2024",Rated 2 stars out of five stars,"During my one week stay in Mexico, I had to download this app twice. Each time it worked really well for about 2 days, and then it stopped working. When it wasn't working, instead of giving me a translation, it would just show a blank line instead of giving me the Spanish translation. Once I reinstalled it, it would then give me the Spanish translation under the English. I tested my data connection and my browser worked fine when the app stopped giving me a translation."
"May 12, 2024",Rated 3 stars out of five stars,Again. Update broke it. Update at the end of Feb 2024 made it where it doesn't delete the translation after it sends so I have to go back and erase every message after it translates. **Looks like that was actually an issue with Gboard or Google Keyboard and how it interacts with translate. Installed previous version of Gboard and issue isn't there.
"May 12, 2024",Rated 1 stars out of five stars,"What happened? This used to be awesome. But now it won't let me switch from keyboard to voice, always loads the app on a random mode. Sometimes after speaking the translation, the app hears the voice and trys to translate again, destroying what I wanted translated. And sometimes when I close the app it reloads itself not allowing me to exit (Google Pixel 6a)"
"May 12, 2024",Rated 1 stars out of five stars,"Saving conversations and translations does not work. I starred pieces of a conversation to reference later as step by step tutorial, and its been erased within an hour. Open up history and its empty. Why do I need to be logged into this at all if the features login enables do not work? Why is this tied in to an overall ""we want to save your data"" for a bunch of apps I don't want the data saved from? Useless. Take screenshots if you need to go back and reference something."
"May 12, 2024",Rated 4 stars out of five stars,"I'm very glad with this app, although I have one suggestion - Maybe it will be a good idea to have a switch between formal and casual translating. For example sometimes I want to translate a sentence and it to come out as casual, and sometimes I want to write to a institution or a person I don't know and want to have a formal translation. (For example in German language)"
"May 12, 2024",Rated 2 stars out of five stars,"As of the latest update, when using the camera for OCR translation, it would allow me to select one bit of text in the captured image and translate ONLY that line of text but now I can't do that. the ""send to Translate home"" button goes away if I tap the image. Also I would like to be able to turn auto translate off when using the camera OCR function again"
"May 12, 2024",Rated 1 stars out of five stars,"Google Translate has always been the handy friend bridging language barriers... until recently... My phone is connected to internet, all other apps are working 100%. However Google Translate opens fine, you can paste the words to be translated, but once you click to have it translated, this message comes up: ""⚠️ Can't translate Check your connection and try again """
"May 12, 2024",Rated 3 stars out of five stars,"Ok, I need to be more precise. In the conversation mode from Croatian to German the app crashes (input language Croatian). From German to Croatian the app works flawlessly. I cannot imagine how this has something to do with the customized android version of Oppo. Come on Google, please fix this problem."
"May 12, 2024",Rated 5 stars out of five stars,"It fantastic app for students you are searching for translate any language from wildwide, honestly I am using this app from 8 years. I don't think any other translation app can take place of this app. It save us lots of time and give it's 100 percent of work and it is totally free app. Thanks🙏"
"May 12, 2024",Rated 1 stars out of five stars,"I can help you to correct translations but I won't do that. Beacause you guys has google data your language Developers can College data from the web and correct translations but they didn’t follow that. And I have try to solve them by the way you guys provide me but it faild nothing changed."" Use google data store to get errors about wrong translations. [ What> কী and on the other side 'Yes/no questions like Did, Is, Do কি।]if you has knowledge then follow this board to find out from data base."
"May 12, 2024",Rated 3 stars out of five stars,"Edit*: Apparently I had to manually update the languages. I was lucky to find out before I needed to use it, in a foreign country, without internet access. Except the issue with the manual update of the language, because if it's not latest version you can't use it offline, it's a very good translator app. Would have been weird, to find out the translator isn't working and having to pay the equivalent of a night in a hotel, just to translate: where is the National Museum. Wonders of modern apps"
"May 12, 2024",Rated 3 stars out of five stars,"From certain version it started to fail to translate. Tells ""there's no connection"", though the connection is in place. It just can't reach google server for whatever reason. Internet is full of descriptions of the issue since a while, but no solution from support other than ""check the internet"". It was a good app but not anymore."
"May 12, 2024",Rated 1 stars out of five stars,I just got my OnePlus 12 and Google translate which I use regularly continues to crash even after several updates. I was hoping the last update would take care of the crash but it still continue to crash! I uninstalled the app and reinstalled it. This didn't help. don't know what else to do but my wife and her friends speak Spanish I speak but there is just always times where there are words I don't know. so I used Google translate to take care of those problems. Not compatible with Android 14.
"May 12, 2024",Rated 3 stars out of five stars,This could be useful for learning a new language with some changes. I could tell you all the things to do to change it just try learning a language with it. But I'm not going to do the work for you. Now it freezes up since you have updated it. If I leave and come back it freezes and I have to close it. Also if I look up something with my Google voice it shows translation for split seconds and then disappears. I'm reading something. I want to see the translation and find it again
"May 12, 2024",Rated 1 stars out of five stars,I am extremely disappointed in this app. It has been working fine for years.... and now all of a sudden it says there's no connection and it will not work. I have tried all the troubleshooting things available out there including the links noted below but the problem persists. Clearly there is an issue with the app and needs to be updated given all the negative reviews recently I hope you guys can fix this quickly because I rely on this app daily. PLEASE READ MY FULL REVIEW! ALREADY DID ALL THAT
"May 12, 2024",Rated 1 stars out of five stars,It's pretty ridiculous that Google has all of the technology in the world at their fingertips but somehow only manages to make an installable app that doesn't allow you to translate from random pictures. Not pictures you take. But pictures that appear on social media or anywhere else.
"May 12, 2024",Rated 1 stars out of five stars,"I've used this app for many many years and it's always been mostly good. My Chinese wife went back to China for several months and I didn't use it at all during that time and 3 days ago used it. It's a new interface and does a lousy job hearing me, it takes forever for it to speak what we said and only records half of what we said. I want the old versions of this."
"May 12, 2024",Rated 5 stars out of five stars,Excellent app. We took this to Japan and it was a great help. Love the system where you can point your camera at the notice or sign in front of you and get a translation on the screen!
"May 12, 2024",Rated 1 stars out of five stars,"The ability to take a picture of translated text is gone, even though the UI tells me that's what the white button is for. I get options like ""share"", ""listen"" and ""select all"", but no option to just take a picture. This is inside the ""camera"" UI. I'm just taking screenshots at the moment which has all the UI on too. A really bad change."
"May 12, 2024",Rated 1 stars out of five stars,I don't have any idea why they changed the application recently.. I hate all the new changes and how it functions. They need to bring the previous version back. And google is not getting the message .. People are saying clearly to simply bring the edition back that used to work great before.. but they just keep responding with meaningless messages!
"May 12, 2024",Rated 3 stars out of five stars,"I'm switching to Google Gemini for many translations because it's so much better. My languages for Translate are English, Vietnamese, Spanish, Indonesian, and Chinese. Translate fails miserably for Vietnamese (for reasons I understand, but nevertheless ...), and to serious extents for the other languages. Google Translate doesn't even understand plain, perfectly spoken English unless keyboard is set to English, and even then it transcribes with a host of errors."
"May 12, 2024",Rated 2 stars out of five stars,"It's really poor in Arabic translation. It doesn't give correct translation, and it doesn't translate full sentences. Many words have no translation where you need to go on the web to find the correct one. Also, what is funny is that, it gives English translation to English, instead of giving its arabic translation 😅. Overall, it's better than nothing. The ""Reverso context"" app is way better"
"May 12, 2024",Rated 1 stars out of five stars,"The new update completely ruined it. Before, the real time conversation worked excellent. Now, it hardly ever works, and it won't immediately speak the results. I have to push a button to get it to speak (if it will even pick it up), even though I've checked in my settings and I have it set to ""immediately speak results"". Please change it back!!"
"May 12, 2024",Rated 4 stars out of five stars,"It lacks one important feature: I can't turn off the excess of languages that creates a big mess of a list. That's what is inconvenient, hence 4 stars only."
"May 12, 2024",Rated 3 stars out of five stars,"Update: Apparently camera translation no longer works unless the Google app is also installed. I have disabled the Google app on my Pixel. I understand these services are ""free"" insomuch as Google has strategies to monitor their use but this feels a little sh!tty. Also, it would still be nice to have to option to hide the romanisation when dealing with translations from East Asian languages."
"May 12, 2024",Rated 2 stars out of five stars,"Bizzare how the text swap button works completely differently than on other apps, idk if thats bug or what but its really tiresome to write the translation again and again. Compared to deepP, reading translated books in both languages is so cumbersome that i really don't see any value in this app other than second window translator when i dont want to mess with translated text in deepl. Still more pleasant than microsoft app, i give u that."
"May 12, 2024",Rated 1 stars out of five stars,"New version is terrible. Takes three taps to translate now instead of one. How is that an improvement.... Update Installed: 25/2/22 - still terrible. Clearly the developers care about user feedback.....not. 12/08/22 well done you made it even worse. Tap to translate doesn't work at all now. 29/04/24 - Now multiple ttt circles are on my screen. I have to reboot to reduce to 1, but they build up again in a few hours."
"May 12, 2024",Rated 5 stars out of five stars,"Useful at times, but constantly problematic. If your network is spotty, it won't work even if you've downloaded the language for offline use. You save the phrase once you find the right context, then when you visit again it completely changes the context of the word. Sometimes it even gives you completely wrong translations. Incredibly inconsistent."
"May 12, 2024",Rated 2 stars out of five stars,Doesn't work offline. The Greek language pack doesn't work offline. I've installed and reinstalled on 2 different android phones. Download deleted and re-download the Greek language pack and the app suggests downloading the language when there is a connection. Google response is generally to post the issue in the apps help section. This issue is posted there with 100 other users saying same question but not answers from Google or solutions. THERE IS NO OFFLINE OPTION IN THE MUNU
"May 12, 2024",Rated 2 stars out of five stars,I have been using this app every day for 7 years in China and Vietnam and not much changes and improvements have been made. Translation mode ( conversation) crippled at least. Still not functioning as it supposed to. You would expect from company like Google better results. Asian languages are badly translated. It's time you pay more attention to developing and improving and less to politics how to keep your cushy jobs my indian friends
"May 12, 2024",Rated 4 stars out of five stars,"It needs to improve itself by adding some of features that remind you your vocabulary it would be great. Sentence examples even some videos that vocabulary used in, except with this, it's useful, practical, well designed. If you are an English learner you can use it with wordup."
"May 12, 2024",Rated 2 stars out of five stars,"This app doesn't translate images offline. I've downloaded the languages I need, deleted them, downloaded them again, and even reinstalled the app. I had this same issue a year ago, and I'm having it again now. What's the good of downloading a language if you need an internet connection?"
"May 12, 2024",Rated 2 stars out of five stars,"I used google translate all the time, but it suddenly stopped working for no reason I'm aware of.. keeps asking for me to check the connection, but i know 100 percent have connection.. it stopped working apparently out of the blue, and none of the advice to fix it works."
"May 12, 2024",Rated 2 stars out of five stars,"Useless. I've downloaded the languages of my interest, but can't translate offline. The app asks for connectivity. Thanks for your help. I tried your suggestions but none of them worked. The case is that somehow the Castellano language file was corrupted. Wasn't useful to put it in the garbage bin and then try to download it again as some internal indicator said that the language was already installed. So I shut down the phone and eventually was able to download a fresh Castellano file."
"May 12, 2024",Rated 2 stars out of five stars,"May you guys fix the issues that had happened for me for a month right now. One day, when I took a photo to translate a text, it showed that I had to ""LOG IN"" to translate because it said that I'M ""NOT LOGGED IN,"" but I was already logged in. When I clicked on ""SIGN IN,"" it just kept loading for an hour. I thought after a week, the problem might be fixed. Until now, I still can't translate text in the camera. I STILL LIKE GOOGLE TRANSLATE SINCE IT DOES HELP A LOT IN MY LIFE."
"May 12, 2024",Rated 3 stars out of five stars,"the new version of this app is such a mess, please bring back the old version or something similar as the previous one, I use this app regularly and the new version isn't convenient. I loved the way it auto translate before but now it's gone and I have to paste the word's every time and select the language, such a mess 😬😥 so please bring back the old version or I have to find another app that easy to use, thanks. Keep getting bad. Now it stop working appear on top"
"May 12, 2024",Rated 5 stars out of five stars,"Hands down the most useful app ever created! If there will be a way to set a volume level for the app individually without being affected by the overall media volume setting, that would make this app even more awesome."
"May 12, 2024",Rated 3 stars out of five stars,"Another app came up claiming to be google' $ translator. Called translate all. Can not get itdeltednow so beware if goidle pkay store since it showed as google's app Needs a choice between male and female voices. Just changed stars from 1 to a 3. It is better than some in ways., but still cannot translate English to thai or lao very well."
"May 12, 2024",Rated 1 stars out of five stars,"Not working, always info to check connection, despite connection is good. I downloaded offline languages and still same. Problem started on Saturday, Sunday, 13-14 April, earlier was good. The link provided didn't help, I already uninstall and install the app and still the same."
"May 12, 2024",Rated 3 stars out of five stars,"Useful to translate things but the picture-translate is annoying, constantly covering up translations with ""is this helpful"" which is very unhelpful since I can't see what I'm trying to translate. In short, good software, terrible UI, declutter it and stop asking for feedback in the middle of me doing something thanks."
"May 12, 2024",Rated 3 stars out of five stars,"Really helpful for reading and watching foreign tv show. The Search history list is essential for this kind of app but I don't understand why Google does not offer downloading the history list. If I was Google, I would add export dictionary function that will generate complete personal dictionary so you can learn words effeciently."
"May 12, 2024",Rated 5 stars out of five stars,"So far, one of the best app for Vietnamese translation The pronunciation is pretty close if not accurate, and it's easy to switch the translation from English to Viet and Viet to English. I've downloaded a couple of apps and ended up removing them due to the horrible pronunciation and lack of ease in using it."
"May 12, 2024",Rated 2 stars out of five stars,"Not sure what happened to offline translations. It still let's you download ""offline translation files,"" but the app now just totally blocks you from writing anything if there's no internet. Guess it kinda goes with the theme of Google apps losing features & generally going down the toilet the last few years."
"May 12, 2024",Rated 3 stars out of five stars,Why do I have to go on a quest to find my tap to translate feature? It's not even in the settings. Thanks for responding but it is not located in the app. I fixed it after going into my settings in Google. Not the app. It disabled on it's own when I swiped to remove a notification on my home screen. Now that I can find it I am satisfied.
"May 12, 2024",Rated 4 stars out of five stars,"Works ok, however there appears to be a bug with formatting, in particular if you wish to format some text on a forum to bold the formatting gets lost after the translation has executed and goes back to the original text plain format. I've tested this on android 9.0.0 by undoing the translation and I noticed that the formatting returns by doing so. Hopefully this can be fixed? Chrome App with Google Translate."
"May 12, 2024",Rated 2 stars out of five stars,What the happened to this app?? I don't like this. They are not listening to me when I say something. They just write something else. I used the mic option to translate long sentence.But what they showed was not actually I said. It made me disappointed. I'm kindly requesting to add an AI feature for suggesting better sentences or lines than we write
"May 12, 2024",Rated 2 stars out of five stars,"The new update is terrible. I can't find anything because it's hidden to give the UI that ""simple"" look. I don't care about the ""simple"" look, I want convenience and this new update just made it extremely difficult to quickly pull up my translation history. It's hard to use this app when you're in a hurry."
"May 12, 2024",Rated 5 stars out of five stars,"OMG. This app has been SOOO helpful! It's helped myself and many OTR truckers communicate and provide necessary information the get their work done and the formal vs casual term usage isn't that bad either! The lens having the hovering text over the original words is a tad odd odd at first, but easy to get used to!"
"May 12, 2024",Rated 4 stars out of five stars,"This an invaluable asset in my learning Spanish, more so that any dictionary and it includes vocabulary that dictionaries don't have. My only issue is that I'm having difficulty being able to enter words to the starred memory. I'm not sure how to complete the process."
"May 12, 2024",Rated 5 stars out of five stars,"Discover the wonders of communication with Google Translate. With its advanced tech & extensive language support, I effortlessly breaks down language barriers, allowing me to connect with other people around the globe. Whether for travel, study, simply exploring cultures, this is my ultimate guide. Goodbye to misunderstanding and hello to world of endless possibilities. And... I got a problem: Japanese voice isn't VERY SMOOTH. Please fix it; I want the original! Not a robot with sore throat!"
"May 12, 2024",Rated 3 stars out of five stars,"Could be genius app, excellently working even offline but with text inputs! Unfortunately other Spoken languages than default English Voice input seem to get never understood! Even if their related offline packages are ok installed, GT ignores them in Offline, so it blindly gets them as a spoken English, no matter what other language you settled as input! Logically as usually being Foreigner / tourist traveller , the only reason to use this app is Offline recognition on the fly obviously!"
"May 12, 2024",Rated 3 stars out of five stars,"It doesn't translate accurately, and the grammar is sometimes off, so the sentence doesn't really make sense sometimes when I try to translate from English to any foreign language. But it is what it is. At least I get marks on my schoolwork when I'm stuck on something. So you just gotta bear with it sometimes"
"May 12, 2024",Rated 4 stars out of five stars,"The program is crashing when I press ""conversation mode"" button (after allowing microphone permission). Upd. Ok, the problem can be fixed by manually allowing the storage permission, but why don't program itself asking for such permission? And why program is demands the storage permission for conversation mode? And why it crashes without?"
"May 12, 2024",Rated 5 stars out of five stars,"Love this app. I especially love the detect language on a photo feature. I play an international game with no automatic translate on text and I use this app to communicate with others. It's not always 100%, but I can understand from context, like any other form of translation. Good job and keep it up."
"May 12, 2024",Rated 1 stars out of five stars,"See, I use this to translate for elderly people that can't see, and I wanted the ability to flip my phone sideways to show them the translated word and it would show the translation at a full screen. They can't see 20 point font, the word has to literally be 72 point font! So bring back the full screen experience! NOW!"
"May 12, 2024",Rated 1 stars out of five stars,"How can you make a product worse with an update? Seems like Google yet again comes up with an answer. If it's possible, please revert the function where one could save the characters from orginal language without having to translate it. For a lot of us this was a very useful feature."
"May 12, 2024",Rated 1 stars out of five stars,"The new format of this app is terrible, and not user-friendly. There was nothing wrong with the old layout and I would rather find an APK file with an older version or switch to a different app than this new version. Developers...STOP messing with apps that work just fine."
"May 12, 2024",Rated 1 stars out of five stars,"It constantly suggests (e.g. in WhatsApp) to translate to English ony phone from Filipino or Spanish. It would be great if I needed that, but the language is Croatian (not Filipino nor Spanish) so it is useless, unnecessary and annoying, don't know how to turn it off and I guess it doesn't work since it doesn't even recognize what language it is. Edit: still doesn't work even after the latest update."
"May 12, 2024",Rated 1 stars out of five stars,"Uninstalled this app. Before the update, it is working fine and even offline. Now, it is not working offline and incorrect translation. What a bummer! UPDATE: Yes Google I did my feedback with screenshots. I tried to install it agai, same issue. So I ain't wasting time again"
"May 12, 2024",Rated 2 stars out of five stars,"It works fine but it's not very useful for ideogram-based languages. I want to be able to click on the translated word and being able to get the reading, otherwise I still need to search it by radicals or meaning if I need to write it myself or say it out loud."
"May 12, 2024",Rated 3 stars out of five stars,"Only rated as a 3 because it's not the sort of app I get much use from. However the times I have needed to translate a foreign text, it seems to do a very good job. Well I assume it's done a good job as I haven't been attacked or arrested after using it to translate text"
"May 12, 2024",Rated 5 stars out of five stars,"When I type a message on Google translate, the message to recipient does not change to chosen language, but stays on English in both parts. Eg English to Hindi, or English to Malay. They both text in English. Dear sir, the problem has now resolved itself. Thank you."
"May 12, 2024",Rated 3 stars out of five stars,"This is a good app, but just to translate texts, which is kind of pointless honestly because there's that feature in Google already, the option to translate pictures, GONE. The only and ONLY reason giving it a 3 star is, It can translate long texts."
"May 12, 2024",Rated 1 stars out of five stars,"Hey Google translate You don't know this but I can tell you that when you see this translate text on a black screen like this, naturally a human will not be able to understand anything accurately and it will be a big problem for your customers to understand things quickly and it will be a good experience if you get it right , I mean seeing blues like this on a black screen can be eye straining and it would be great to change that . Hope this gets fixed thank you"
"May 12, 2024",Rated 4 stars out of five stars,I usually use this to translate JP text when certain text are not translated when watching Anime on Netflix. Sometimes on a game where I play on a JP server if some text are new & haven't been translated yet (EN language patch by the game community) or some cases if I care what ppl are talking about in JP. Sometimes if the text's stroke shape is slighty different it fails to translate (sometimes when watching Anime)
"May 12, 2024",Rated 3 stars out of five stars,"It kinda works, but isn't the best for slavic languages (cuz ggl translate rly doesn't translate directly rather always using English as an intermediary), probably even worse for non-indoeuropean languages. Also - sometimes it is extremely slow. PS: If you can, implement interslavic as an intermediary for balto-slavic languages."
"May 12, 2024",Rated 5 stars out of five stars,"I had downloaded the first version of the app and used it whilst traveling through China on a transit visa final destination Vietnam. Although that was permitted at that time you would get into serious trouble now March 2024 for carrying this or any promotion of Google products in China. So its impressive, the reaction WOW among the younger generations of a defined broader modern translation. In other words how we talk day to day and not how we should talk. The update is even better."
"May 12, 2024",Rated 1 stars out of five stars,"Terrible. Horrible. Hate it. It's slow, laggy and has a limit to how many words it can actually translate. Seriously is over rated. Sometimes I wilk be translating my homework (I am a foreign student) and the homework doesn't even make sense anymore!! I know, I should learn the language. I am. But I just don't have the time!!! Please, update the ai, try to make it a better up in general."
"May 12, 2024",Rated 2 stars out of five stars,"App used to be great, but now when using the translate app in let's say WhatsApp, after you type the message and send it, then click off the message, even though it was already sent gets put back in the text box. This is on a s23 ultra, all apps fully updated."
"May 12, 2024",Rated 3 stars out of five stars,"The app is the goat. It deserves 5 stars. BUT one thing is annoying me very much, how to remove a language from ""recent languages""? I have a list of most common languages that I translate from and to, but after the update, any language I use even once from like a week ago, it stays in the ""recent languages"" which makes finding my target language harder. Please fix this. Give us the option to remove a language from that list. You're the best, thank you!"
"May 12, 2024",Rated 3 stars out of five stars,"You have a glitch in the downloading of Traditional Chinese using Google Lens. When clicking on it, it downloads both Traditional and Simplified, yet when using the app off line, Traditional is no longer available for download even though it originally showed that it was downloaded under Google Translate."
"May 12, 2024",Rated 1 stars out of five stars,"Stopped working a few weeks ago. A red box says it cannot connect to the internet. I have internet. I've Uninstalled/installed it. I tried the laughably inept 'send feedback'. Eventually, I moved on to a better app. Get it together, Google."
"May 12, 2024",Rated 1 stars out of five stars,Image translate via Google lens is still not up to par with the standalone version used in previous versions of the app. There is no option to manually select items to translate nor an option to default to showing the original text first rather than the translation
"May 12, 2024",Rated 2 stars out of five stars,"1. No options on where to download text-to-speech. 2. My phone is full of storage because I downloaded many languages, but some language don't work when offline. 3. Inaccurate translations sometimes. Please fix it. Thank you! ❤️"
"May 12, 2024",Rated 4 stars out of five stars,"Would love a Watch version for voice translation. East Asian languages are challenging for any app... but this app is better than most. Regretfully, it was blocked by The Great Firewall of China (along with all other Google products) when I needed it most."
"May 12, 2024",Rated 4 stars out of five stars,"Google translate is really good, i has ever been using it for years, the reason why I'm giving it 4 stars is because sometimes when i translate something to georgian the meaning is always off. please add the read out loud function to georgian, it's not very comfortable to read walls of translated text."
"May 12, 2024",Rated 4 stars out of five stars,"Great overall, but a feature I'm missing is the ability to pin a language at the top of the list. It's very tedious to scroll/search every time if you use more languages than there are ""recent"" slots. I really like the translate from photo feature, it makes it much easier to look things up quickly while e.g. grocery shopping. The translations themselves are good as well."
"May 12, 2024",Rated 1 stars out of five stars,"I've used Google translate for years. I love it. Until one day it stopped working. It says there's no Internet connection and can't run the off line language and can't generate voices. Nothing is working on my phone. Works great online. Just my phone app. When it works, I prefer it over Bing translator. I tried restarting my phone, uninstalling and reinstalling, waiting, looking for answers, looking through settings. ????"
"May 12, 2024",Rated 2 stars out of five stars,"App is pretty decent, but I can't get rid of that dumb and annoying ""translated text"" window that asks for feedback that never goes away. You slide it down to close, it opens right back up; such a dumb design. If I close that window it should stay closed. That window is gigantic and it takes up nearly half of my phone screen in landscape mode. This is so annoying and stupid and it's a terrible UI experience."
"May 12, 2024",Rated 3 stars out of five stars,"Hi, I just discovered the floating button that can be added to the screen. However, I would prefer it to appear only when using apps I have selected from a list. Such as chat apps, and automatically hide when switching away from those apps. Most of the time it does not need to be on the screen if I am not translating. I also wish it was smaller and could be docked to edge of screen, like DeepL. Also, why can't we add hard returns to create paragraphs when typing text to be translated? Please? 😀"
