2024/3/20,Rated 2 stars out of five stars,"I use it for both music and podcasts and either way I hate the way the queue works. Or actually doesn't work . It took me ages to find the tab for it, which I stumbled in accidentally. And the way it so easily drops downloads! And I can't figure out why if I try to play an album it switches back to a podcast after one song! The solution was to clear my podcast queue. NO!!!",,,
2024/3/20,Rated 1 stars out of five stars,"I'm a huge fan of Spotify, but over the past two years, I've run into many problems constantly. The first few songs often refuse to play, regardless of whether I'm on Wi-Fi or Data. When a song starts, it frequently gets stuck at 10s, consistently happening across two different devices. (Not at same time) While there are times when everything works seamlessly, it's become a recurring problem. I've ruled out my internet connection as the issue. It's sad. I guess I have to find a new app 😔 😔 😔",,,
2024/3/20,Rated 4 stars out of five stars,"Love Spotify, and have for years. HOWEVER... my only beef is that while the app WILL technically run in the background, if the app is not front-and-center screen, it will randomly cut out and stop. I use my phone for Uber navigation, so Spotify cannot be the diva on screen, so it will constantly throw a hissy fit and stop if this is the case. Very annoying to have to constantly fiddle with my phone to re-open the app window and restart my music. Other than that, Spotify is the best music app!",,,
2024/3/20,Rated 1 stars out of five stars,"Great if you have premium, if you don't, well at least it's not buggy. The adds are are too frequent and repetitive, at least give as variety with our adds. You can't listen to music offline and when you do play music it's on shuffle (personally I'm ok with this, but it's still a terrible decision). However, the absolute worst is when they play songs you either don't know or dislike, and only give you six skips an hour. It'd be better if I could actually listen to the songs I like. Uninstalling.",,,
2024/3/20,Rated 2 stars out of five stars,"I love Spotify. I use it almost every day and I have the premium account which I enjoy. But, I have been having issues with the podcasts. When I click my headphone button to resume where I left off, it hardly works. I go into the app, and like some reviews have said I get a black screen, and timestamp is sometimes 0:00 and the play button is unresponsive. I have to force quit the app. Very, very annoying. Also, the shuffle button for music SUCKS. May as well be called the ""reorganize"" button.",,,
2024/3/20,Rated 1 stars out of five stars,"Way too many ads. There's almost always an ad after each song, its rare to have 2 songs in a row before an ad, it's gotten ridiculous. A year or so ago it wasn't like this and I could have a few songs play before an advertisement. It is much too saturated now. Literally YouTube music, the free version has 0 ads and unlimited skips. Only downside is it's harder to find new songs which are recommended to you on Spotify.",,,
2024/3/20,Rated 4 stars out of five stars,"Best app to stream music that I've ever had/tried. Granted I pay for the premium, which allows me to be ad free and be able to create, edit, delete and merge playlists as I wish. I can listen to songs back and forth, skip as many times as I want, share with others and allow others to contribute to playlists. The only thing that is a bit ""meh"" is the DJ, because I've never had him play a single song that isn't already what I was listening to about 5-7x - barely and rarely gives anything new to me",,,
2024/3/20,Rated 1 stars out of five stars,"I've been using Spotify and paying premium for about eight years now. The experience, however, only worsens. The app is bloated and sluggish on mobile. I have to fight device selection, smart shuffle and background requests to features I have no interest in like videos, lyrics and band info. This used to be a solid music player. Now it is an app that tries to do a dozen other things by compromising on the main functionality. I'm organizing myself to move away from this bloated mess.",,,
2024/3/20,Rated 1 stars out of five stars,"Long time subscriber, but...Spotify is getting worse and worse. The app has barely changed at all in the at least 10 years I've been using it, but more and more bugs have come up, which don't seem to resolve. The latest one is Spotify doesn't report the right songs to my notification bar, or when connected to my car. I have to open the app to see the actual song it's on, otherwise it shows some old random song I played recently. I also can't control the song progress and other things",,,
2024/3/20,Rated 1 stars out of five stars,"Despite people saying it's borderline unusable for non-paying members, I caved and downloaded spotify a month ago to make listening to music easier. I didn't get why people were complaining because it was working great for me. But I clearly had some sort of free trial because today it really is just unusable. I can't play one song, only playlists. I can't choose the song on the playlist. I can't skip to the best part of a song with the time bar. I'm uninstalling the moment I finish writing this.",,,
2024/3/20,Rated 2 stars out of five stars,"This app used to be pretty good, not anymore. Picture going to the gym and starting your workout playlist. You get an ad saying 30 mins without ads. One song plays and then 3 ads in a row. Not to mention, during your 45 minute workout, not a single song from your playlist is played. They aren't even good songs to work out to. About to delete the app.",,,
2024/3/20,Rated 4 stars out of five stars,"I've been using family premium for months now and it's quite nice. Me and my friends get to download, share and listen to the same music at the same time. But unfortunately, my Spotify doesn't have background ""animation"" unlike other people i know. Their songs picture's animate and mine doesn't. i tried searching on the internet and it said i needed a app for that. Would be nice if premium users can get better access to things and fix the bugs .",,,
2024/3/20,Rated 1 stars out of five stars,"Took a break from the paid version, and the free version angered me to the point of no longer wanting anything to do with Spotify ever again. I am constantly bombarded with ""this ad gives you 30 minutes of ad free listening"" followed by ONE song, and then I'm hit with another ad. WTH? Oh and you can only skip songs 2-6 times? The fact I can't rewind/restart a song, or even select which song I want to listen to is a joke. I just use YouTube, it's a much more pleasant listening experience.",,,
2024/3/20,Rated 3 stars out of five stars,"I like the app, however I noticed recently and especially today, that random songs are playing in my play list. I believe I listened to four songs from it and the rest of it were random songs that I didn't wanted to listen to. In the end I just closed the app because it became annoying. Please stop with this, it is frustrating and it's just plain annoying. Playlists are designed to listen to specific songs and not whatever your algorithm thinks I want.",,,
2024/3/20,Rated 2 stars out of five stars,"Spotify has gotten worse and worse over time, and really kind of sucks now. I'll have a playlist going of rain and other sleep sounds, and it will just randomly stop. Half of the podcasts I've already listened to are not marked ""played"" so it's hard to find the episodes I haven't listened to yet. Also have a hard time frequently connecting in my car and to smart devices to listen. Really frustrating--especially when I'm paying for premium!",,,
2024/3/20,Rated 3 stars out of five stars,"The service is amazing (for the consumer anyway) ... But constant, unnecessary updates mean the app is almost always in a state where one or more specific functions are not working. Currently, downloaded ablums do not load when in offline mode. I find this intensely annoying as I listen to albums more than playlists, and I am often in areas of poor internet so offline mode is necessary to play uninterrupted music.",,,
2024/3/20,Rated 1 stars out of five stars,"Music keeps randomly stopping since last update. This has been a constant problem since 2021. I've had two different phones from two different manufacturers during this time. Recently, it has become unbearable. I can play a song and when it completes the song and moves to the next the audio stops. The progress bar will continue just like it's playing but I get no sound. This happens in my car using Android auto and also when I use Bluetooth headphones. Please fix this or I will be cancelling",,,
2024/3/20,Rated 3 stars out of five stars,"This app has been good on the free version for a good while, I've only had it about a year. But recently after like two songs there's ads for 2 minutes. I didn't mind the ads too much back then as they weren't as frequent but now it's just really annoying. Another problem I've had is that I will use all my skips for the hour but then the app won't give the skips back. the first time this happened I logged out of my account and that worked but it hasn't worked the 2nd time. Pls fix",,,
2024/3/20,Rated 1 stars out of five stars,"Android Auto Spotify is a mess. Playing a random song from a playlist and want to go straight to see all the artists available offerings? Can't do that. Want to go to the full album of the current playing song? Nope. Ok, so search the artist manually... only two albums out of 8 displayed, but not the one you want of course. What twit designed this and thought ""yeah, good enough.""",,,
2024/3/20,Rated 2 stars out of five stars,"Do not use this app for podcasts. It does all the standard stuff you'd want for music, plain and dry, but its podcast features are an absolute mess. More headache than its worth, especially with much better alternatives on the market. The podcasts on here break the app literally every time it's used, and the only fix is to force stop the app. Every time. Any time. If you pause the app once, because you had to do something quick, expect another force shut down. Simply don't get this for podcasts",,,
2024/3/20,Rated 1 stars out of five stars,"Quite often, even while writing this, the next song plays but without sound. I have to move the circle on the play line forwards and back for it to work. Skipping does not work. It happens maybe 4/10 songs. Tried different headphones. WiFi/home/downloaded content. All the same experience Update - I've spoken with customer service a few times, done the delete and reinstall a few times. I've tried the test version too. It still stops playing sound often. Now, it also stops playing",,,
2024/3/20,Rated 2 stars out of five stars,"I don't know if this is only happening to me. But it's very difficult to download music offline. I have playlists, albums, songs, that have been loading for weeks, even months. They don't download to my phone. Only some songs will completely download while others are left loading endlessly. Which is very annoying as a frequent traveler, only being able to listen to a small percentage of my offline songs. I have checked to see if it's a storage issue, but I have more than enough space on my phone",,,
2024/3/20,Rated 2 stars out of five stars,"Spotify used to be great. So great that I got the premium. With recent updates, the UI changed drastically, in my oppinion for the better. New features that were really cool and useful for people who liked to expand their tastes. But now, the app doesn't work half the time. It freezes constantly and lags so bad that I'm here writing this review to tell Spotify this: FIX THIS ASAP.",,,
2024/3/20,Rated 2 stars out of five stars,"This app does not seem to understand that I want to be able to listen to a whole album IN ORDER without the suggested songs popping up. I am sick of them adding stuff to my playlists that I never asked for. I can't even listen to the songs I want. It also won't let me listen to a specific songs when i go to a Playlist, it makes me shuffle it. And it always adds stuff to my playlists, which is annoying. The ads are understandable but you can can down with them a bit.",,,
2024/3/20,Rated 1 stars out of five stars,"I have been using Spotify Premium for almost ""4 Years"" that a very long time,I can say that, It was one of the best and my favourite music application. On the other hand they also added podcast but I never liked listening podcast in Spotify .But from last one year, I started experiencing bugs, lags ,crashes and also some unwanted recommendations, which is ruining my experience. And as they are trying to add more and more features ,user interface getting complicated and ruining user experience.",,,
2024/3/20,Rated 2 stars out of five stars,"Terrible UI. Can't decide for myself what I want to see on the home screen, it's mostly huge tiles with suggestions I never asked for. There's a small list with bookmarked podcasts at the top, but for some reason some podcasts will simply not show up there, despite the app saying it has added them to the home screen. ""Good choice"" my hairy behind, Spotify.",,,
2024/3/20,Rated 1 stars out of five stars,"It keeps playing songs that aren't in my playlist like recommended songs. I don't want that. It's very annoying because I'm in my zone listening to my favorite songs. And it plays some random song I've never heard before. I'm also not allowed to do anything without premium but listen to music that is decided by app. I want to be able to loop my music, go back, skip ahead and enjoy favorites. Not what's picked for me.",,,
2024/3/20,Rated 1 stars out of five stars,"I only have Spotify as a subscription was bundled with my phone plan. The app is pathetic. I can't get the volume up beyond a whisper. Even when I dig through the app settings and manually set the audio to ""loud"" nothing changes. Youtube, for all it's faults, at least when you turn the volume up it'll actually get louder. Just worthless. I usually stick to using my MP3 player in the gym.",,,
2024/3/20,Rated 2 stars out of five stars,"I pay monthly for this app, and honestly, I'm beginning to feel like a fool. Just 2 months ago, the app was great. I'd rate 5 stars. But now, I'm ready to cancel payments and delete the app. It's very frustrating that it forces closes constantly, and after each song, you have to close the app and reopen to search for a new song. Also,it won't stay connected Bluetooth, after a few songs it disconnects and you have close the app and restart Bluetooth to reconnect. I'll give it a week,then delete.",,,
2024/3/20,Rated 3 stars out of five stars,"I Like Spotify a lot, i think it's a really good app to enjoy some music (even tho ads bothered me sometimes), but recently... i ran into some problems... the main issue is that some songs won't just show up any lyrics... and mind you... the songs i played showed lyrics and now it just disappeared, i try to restart over and over again but the problem is still there..... It's a really minor in-convenience and i hope this issue got fix as soon as possible....",,,
2024/3/20,Rated 4 stars out of five stars,"The app works well for the most part. The shuffle feature(s) tend to be repetitive depending on the song one starts with. Also, since the last patch,the app doesn't sync with my vehicles Bluetooth: always ""there is no song info available"" where before there had never been a problem. It's also bugging out on my phone and displaying incorrect information when I play anything: wrong song titles, artists etc.",,,
2024/3/20,Rated 2 stars out of five stars,"Horrible, I USED to live using Spotify! Until they made it completely unusable for non-premium subscribers. They add their own songs to YOUR Playlist, the give you an ad every 2 songs (even though they said you get 30 mins of ad free) and you can listen to one specific song without getting a full 20 others before it! Worst of all, you only get 6 skips, and you can't go back to a previous song in your Playlist. This is the only music app that I can download on my device, and it's just annoying.",,,
2024/3/20,Rated 4 stars out of five stars,"dont get me wrong, this app is amazing. i love how you can now choose the songs to play just by clicking it, not having to wait for the playlist to play it for you. but, the ads have been too much lately. there is an ad almost after EVERY SINGLE SONG. i have been getting the instagram ad ONLY. not any other add, even the ones that say, ""enjoy the next 30 minutes of un-interrupted listening."" it sometimes even play the ad back to back more than 4 times. please settle down on the ads, spotify🙏",,,
2024/3/20,Rated 2 stars out of five stars,"There are long standing bugs in the most basic user flows, like connection to the Bluetooth devices, playback often not continuing after pausing and unpausing. Often the search inside the app stops working completely and the app needs to be restarted. Oh, and the most annoying bug: it takes Spotify like a minute to figure out that the device is not connected to network or that the network is not working to start playing a downloaded song or podcast. If it's downloaded, play it from downloads!",,,
2024/3/20,Rated 1 stars out of five stars,"Terrible and glitchy. For some reason the song in the notification bar doesn't change, just shows the same song even though it's not playing. If you are listening to an album, stop listening, and resume later, it will play one song before stopping and going back to the first song, if you click play on the first song it will start playing random songs which aren't on the album. What is the point of paying when it's so bad",,,
2024/3/20,Rated 3 stars out of five stars,"So I've had y'all for years and on premium, never any issues, loved it. Lately what's made me lose interest/get frustrated, is the fact the freaking Smart Shuffle randomly starts up and ruins my qued list and completely eliminates it. Music on queued I've learned is that you can't go back two songs or you lose the one you were listening to completely and the then list gets jumbled. I've tried uninstalling and reinstalling the app. It doesn't fix it. Was it an update?",,,
2024/3/20,Rated 4 stars out of five stars,"Paying for music is a bit overpriced, and even with premium it was still a bit glitchy: music keeps ""lagging,"" sometimes cannot skip to any part of the song, and the downloaded music from artists shows me any songs of theirs instead of the ones i specifically want. Can't forget the ""can't load lyrics"" prompt, at times it feels really random but It's an alright app- when you've got the money for it. Unfortunately for me i won't be using it for now",,,
2024/3/20,Rated 3 stars out of five stars,"Huge catalog of music but...It's not often that I can't find something I'm looking for even some really obscure old school punk stuff. Tons of music. App works great on iPhone but is nearly a dumpster fire on Android. Constantly lags when going into my library. Songs will randomly skip. Add gaps between songs that are not on original album, ruining the flow of the songs. I feel like the recommended auto-play songs came from someone who has never listed to music. Might go back to Tidal.",,,
2024/3/20,Rated 4 stars out of five stars,"One of my work benefits is Spotify Premium, and I love it. Sometimes when a new song is playing there's no audio, all I have to do is skip and/or restart the song. I'm not sure if it's just a problem for premium users, I hope it is and not for non-premium users. That'd just be a waste of skips and I can see the non-premium users getting frustrated.",,,
2024/3/20,Rated 4 stars out of five stars,"Offering books for premium and then having to purchase more time to listen to the rest is ridiculous. I'd rather pay Audible for credits to actually purchase the books. Other than that, I've enjoyed Spotify for over 10 years for music. 10/10. I just wish there was an option to select certain or all playlists and have them on random like you used to be able to do years ago on the iPods.",,,
2024/3/20,Rated 1 stars out of five stars,"UPDATE: the songs randomly stop or just don't play at all. Developers, fix your app. The company is already in hot water for how they're treating artists on the platform. Don't add fuel to the blazing dumpster fire. In the past three months, I've had to restart and reinstall your app 16 times. Yes, I've been counting. All because the songs will NOT PLAY THROUGH BEFORE SKIPPING AROUND. I'm a dance teacher, and I've been a loyal Spotify customer for a while now. Fix your damn app.",,,
2024/3/20,Rated 1 stars out of five stars,The new widget is far too large and can't be shrunk. The 4×1 widget was perfect. Making the smallest one a 3×2 (which can be widened to 4×2) means it doesn't fit in my typical layout. It takes up more space and offers the same amount of controls. It's frankly moronic. Fix this absolute nonsense and bring back the 4×1 or at least let us shrink it back.,,,
2024/3/20,Rated 1 stars out of five stars,"I listed out a ton of problems, but found out it's because I don't have premium (it didn't tell me). The app without it is completely unusable. I can't pick a specific song, fast forward or rewind, skip or go back a song, play songs on my own playlist, skip ads, or shuffle a playlist. Actually awful experience of repeatedly trying to replay a song and having it play something else. I didn't know I was on (or lost) a free trial until I found someone else in real life with the same experience.",,,
2024/3/20,Rated 1 stars out of five stars,"I loved this app from the very start, but I'm getting really annoyed by the pop-ups when I open up the app. Sponsored content is an ad regardless of how you put it (it is NOT a suggestion, it is an AD!). I paid for premium to not get ads. Even if it's just one click to dismiss the message, it is still a barrier to the content I paid for. The fact that I cannot disable these pop-ups is inexcusable and a downgrade in user experience. For this reason I am leaving",,,
2024/3/20,Rated 4 stars out of five stars,"Love 98% of this app. Two things that really ruin this app are. 1: It doesn't tell me how many tracks you have downloaded in your library so many of times I download a few albums at a time to find none have downloaded and are just spinning until I go through and have to pick what to delete. 2: once you go into offline mode and then back the albums get stuck in downloading mode just spinning until you go through and manually stop them all then restart and wait one by one, so frustrating.",,,
2024/3/20,Rated 1 stars out of five stars,"Latest update made it impossible to listen to podcasts while driving. It no longer pauses the podcast while the Google maps navigation voice talks. So I miss part of the show and have to rewind 15 seconds. I talked to support and they just said ""that's a new feature."" And ""switch to using Waze"" I'm very disappointed and may have to cancel my premium plan if this isn't fixed. Basically made it worthless for me as I listito podcasts while driving.",,,
2024/3/20,Rated 2 stars out of five stars,"I use this for podcasts and it's really quite annoying to deal with. Sometimes it just completely disconnects from my earbuds out of the blue(no other app does this) and if I pause a podcast for like 5 minutes and come back to play it, 70-80% of the time it just doesn't play and the only way to fix it is to reset my entire phone. This happens to me and many of my friends.",,,
2024/3/20,Rated 1 stars out of five stars,"Old spotify was much better. It's so hard to make playlists and arrange your music with the app if you don't have premium. I shouldn't have to get on my computer to do something the app used to do just fine. Also, I get 30 minutes of ad free listening, but I never get the full 30 minutes. It's usually a few songs then back to all the ads. About over it.",,,
2024/3/20,Rated 3 stars out of five stars,"Love spotify. But I'm extremely sad that if i don't listen to an album for a while, they automatically take it off my profile... not sure how long the window is, but dude, if i liked that album a year ago and just happened to not listen to it for a while, i want to be able to go and dig for it later... and sometimes i have trouble remembering titles, but remember album art. I'd really love it if you changed this, I've lost a lot of good music and it's frustrating.",,,
2024/3/20,Rated 2 stars out of five stars,"Spotify has been my streaming preference for years now, but lately, it's been crashing while listening to music. I have to constantly open the app just to play my music again, only to have it start it all over or change the song completely. This hasn't happened in a while, but lately, it's all the time. This is before and after updating the app",,,
2024/3/20,Rated 2 stars out of five stars,"I hate that Spotify overrides all other apps. It even starts playing when I get a phone call. Every time I get in the car, it starts playing even after I close the app.🫤Edit: Now, on top of these things, it plays songs I have blocked. You have one job Spotify! Now it started playing a playlist I had on last week in the middle of listening to a podcast.",,,
2024/3/20,Rated 1 stars out of five stars,"I completely stopped using Spotify after they decided to remove basic features (like playing just the songs in a playlist) inorder to make their premium offering more attractive. That is not how you encourage someone to try out your subscription. It's digital extortion at its worst. And Guess what, it's been about 6 months since I stopped using it and the world hasn't come to an end. Well what do you know!",,,
2024/3/20,Rated 2 stars out of five stars,"I feel like the app is pushing sparkly functions but not very helpful ones. I'd like my car view back to easily skip or pause songs with a huge button, for example. You can make it optional for people who drive a car with fancy media function. Or fix shuffle. Or show saved playlists on the first screen vs in a tab you need to look for. Those kinda things. Thanks!",,,
2024/3/20,Rated 4 stars out of five stars,"I'm a spotify user for years now and I really love the app. One thing I would like you to improve is the experience while updating our own playlists. I find the desktop version much easier when it comes to reorganize the songs of my playlists in comparison to the mobile app and I often choose that option since it's more practical. I think adding the cover of the albums on the ""edit playlist"" display could be visually helpful to enhance the process. Thank you and nice job!",,,
2024/3/20,Rated 4 stars out of five stars,"Overall solid experience, the algorithm is so good that on long car rides I can just pick one song and never have to open the app. But I personally have 1 major issue with the app. There is no gesture to minimize the player, I don't want to have to tap the arrow in the top left to minimize. It's too far, just let me swipe down. It's so tragic that everything else is solid about the app, but the few minutes I spend in it is so annoying without the swipe down gesture.",,,
2024/3/20,Rated 4 stars out of five stars,"Pretty good and has compatibility with tons of other tools and apps just by virtue of popularity. Though theres some of quality of life issues I wish would get addressed, and it feels like each UI update has something mildly annoying to add. For instance I wish it didn't take 3 button presses to simply unlike a song. It would be nice to be able to pin folders within folders, and not automatically shuffle or loop albums saved in folders.",,,
2024/3/20,Rated 3 stars out of five stars,"Something has happened where auto play, even though it's on, does not work. If I search a song and click on it, after it ends it either doesn't play anything or replays the same song over and over. Repeat button is not highlighted. It has been doing this for the last month or so. I have an android phone. I don't want to delete and reinstall the app because I have ove 300 songs downloaded.",,,
2024/3/20,Rated 2 stars out of five stars,"Will make you hate songs the way the radio does because they don't have a true shuffle anymore, just their awful Automix that plays songs that are similar to each other for ""seamless transitions between songs"". You can't shut it off if a playlist has over 150 songs. Enjoy hearing the same 15 songs multiple times everytime on a playlist of over 1,000 songs. I'm sad, I used to love this app but between the repetitive Automix and constantly pausing for no reason, I'm searching for better options.",,,
2024/3/20,Rated 3 stars out of five stars,"Prone to freezing and crashing like 35% of the time and works normally and gets the job done 65% of the time... When it freezes or crashes, it is suuuper annoying because when you get it back up again, the app shows the music is playing but no sound comes out. Restarting the app 3 or 4 times to get music playing again sucks. Also, the shuffle is just a literal repeat, like why? 🙃",,,
2024/3/20,Rated 1 stars out of five stars,"Can't listen to a whole album without it changing to a song from a completely different album. Have to pay for basic feature like shuffle/playing songs in order or skipping more than 5-6 time a day. Can barely play podcasts anymore, WHICH WAS THE MAIN REASON I GOT IT. What makes this worse is that youtube has all these ""features"". You can skip, easily make a playlist of anything, and PICK THE ORDER OF SONGS YOU WANT TO LISTEN TO. How is it better than the app specifically made for music?",,,
2024/3/20,Rated 2 stars out of five stars,"Have used it for the past 3-4 years, only really bad in the last 2. Keeps stopping the play of my music and playlists from my library, and playing the popular suggested songs without my consent. Often won't open playlists, the search, or the library and won't work even when restarting the app, so now I rarely use it. Music just randomly stops, sometimes due to the slightest change in data/WiFi connection but really annoying. Ads are every 2 songs but Would still rather use YouTube premium.",,,
2024/3/20,Rated 1 stars out of five stars,"As a music streaming app, the streaming part is just bad. Even with a stable internet connection, my music is intermittent... its infuriating. More so, it seems to always think that the app is set to offline when it is not. The app worked fine before... what have you devs done to screw it up? Changed from 2 to 1 star. Now it won't even play downloaded songs properly.",,,
2024/3/20,Rated 2 stars out of five stars,"I've had premium for a long time and recently it has been awful. While using shuffle it uses the same set of songs in the same order. It recommends the same songs over and over again. It has so many glitches and bugs spotify is just not worth it anymore. This comes from someone who loved spotify, now I encourage everyone to look into different options because there are no improvements in sight :(",,,
2024/3/20,Rated 2 stars out of five stars,"I'd been using an older version of the app for months because it worked perfectly. It let me pick as many songs as I wanted, skip as many times as I wanted, and it ran smoothly. The other day, I wanted to change my profile photo and the button to change it just.. disappeared? And no matter what I did it wouldn't show up so I had no other option but to update to the latest version and honestly, I could've done with not changing my picture. Limited everything, trash interface, and much slower.",,,
2024/3/20,Rated 1 stars out of five stars,"Getting worse. Attempting to change the duration of the sleep timer randomly disables it, so you can be jolted awake by the intro to the next podcast INSTEAD OF ACTUALLY SLEEPING. Search is dire - there's so much junk in there now, it's just a cluttered mess, and I loath the thing where where it auto plays every single random search result after your selection. The golden age of tech actually improving our lives seems to be well over. Can't even get a music player that is good.",,,
2024/3/20,Rated 2 stars out of five stars,"I love music therefore I also love Spotify... But recently my playlist ain't playing the songs in it, they always switch back to the playlist I listened before that. Additionally somehow my music stops to work for no reason and won't play again until I actually pause and then continue (that happened every now and then) already reinstalled the app a couple times, because that seems to be the only solution",,,
2024/3/20,Rated 1 stars out of five stars,"Used to love Spotify, but now the app is slow, glitchy, and often crashes or fails to play music anymore. Even with music I've downloaded, it will sit there and spin for 30s before anything loads (if I'm lucky). Often I have to tap on a song 4-5 times before anything playa. And on top of that, I'm so sick of audiobooks and podcasts and random junk being shoved in my face. Been a premium subscriber for 8 years, but I think it's time to move to Tidal.",,,
2024/3/20,Rated 3 stars out of five stars,"spotify is my favourite app for listening to music by far as I can download music easily and (somewhat) quickly for offline listening. please tell me why this app is slowly becoming more and more useless with every update, even though I pay £11 a month for ""premium"" listening, my downloaded playlists still don't work offline half the time and I have to turn on my data to fix it, my music doesn't always play when it says it does so I have to repeatedly open and close the app to refresh it. fix it",,,
2024/3/20,Rated 2 stars out of five stars,"This used to be my favorite streaming service, it was amazing and seamless. Now, it's a living nightmare. All of a sudden, it no longer plays an entire podcast, will switch from a kids episode to a true crime podcast if I let it play similar content (on what planet?!) Constantly crashes when using other apps or games. Something awful happened to it this month and it breaks my heart.",,,
2024/3/20,Rated 1 stars out of five stars,"I really have to hate how ""necessary"" Spotify has become in life. Playlists, playback on smart speakers... It would take years to migrate to anything else but I really don't see the £10.99 as worth it. Premium definitely used to be, but now, it just doesn't feel it. Especially since you're limited to playback on one device at a time at that price. Ridiculous.",,,
2024/3/20,Rated 4 stars out of five stars,"Spotify has been great. I have been using it for awhile now, but today I have a problem with it. I have no issues with ads or other stuff. Just about Spotify, when I open Spotify and play music, suddenly my phone closes and opens, and I am unable to open my phone unless I restart. To fix my Spotify, I had to clear the data on my Spotify. Please give me an idea why this is happening.",,,
2024/3/20,Rated 3 stars out of five stars,"The site itself is great and love having Spotify but recently it's become buggy. When I'm offline, everything takes an unbelievable amount of time to load - when I type something into the search bar, it loads each letter individually and takes around 30 seconds to load the songs I was looking for. When I try to open albums or artists they won't load even though some of the songs on them will be downloaded. Also takes forever to actually start playing songs half the time",,,
2024/3/20,Rated 3 stars out of five stars,"Had premium for a few years now, it's been ok until recently. The app takes ages to load, sometimes it doesn't even load I have to force close it several times for it to work this happens even if I have already been listening to the app it's open in the background but won't play, the 'recommended shuffle' turns its self on while listening to my playlist, I put shuffle on which it will do for a few songs then recommended shuffle switches itself on. It's made me look at alternatives to Spotify!",,,
2024/3/20,Rated 1 stars out of five stars,"My experience with this app used to be good, but not anymore. I don't wanna pay extra just to listen to a song without 5 adds playing. It used to go at least 4 songs without ads but now it's EVERY song. It is difficult to listen to music on her without me being interrupted every 3-4 minutes. I know it is on me not to buy premium but I still expect to listen to a few songs before an add popping up.",,,
2024/3/20,Rated 2 stars out of five stars,"Great when it works, but has too many issues on Android. A recent update has now made it so that the songs in the notification control bar never get updated although the playback itself works. Makes it near impossible to use in the car as I can never see which song is playing, it just displays the name of whatever the first song played was for the duration. Tried clearing cache, data and a full reinstall and the issue persists, so must have been caused by a recent update.",,,
